mergeCommitID,isConflicting,existsCommonSlice,totalCommonSlices,conflictingFilesNumber,conflictsNumber,numberOfCommitsArithAverage,numberOfCommitsGeoAverage,numberOfAuthorsArithAverage,numberOfAuthorsGeoAverage,delayIntegrationArithAverage,delayIntegrationGeoAverage,deltaIntegration,minimumLifeTimeArithAverage,minimumLifeTimeGeoAverage,numberOfChangedFilesArithAverage,numberOfChangedFilesGeoAverage,numberOfChangedLinesArithAverage,numberOfChangedLinesGeoAverage,contributionConclusionDelay,existsCommonPackages,totalCommonPackages
09fa8dab66b82ee46e6d63c240d7ee6a10a5873a,0,0,0,0,0,1.5,1.41,1.0,1.0,1.0,1.0,0,1.0,1.0,2.0,1.73,1.0,1.0,0,0,0
3e9c4e20e75cf3916f0b193b396d00b09bf000a9,1,1,1,1,1,5.5,4.9,1.5,1.41,1.0,1.0,0,4.5,2.83,4.0,3.87,7.0,5.74,0,1,1
712b1331fb5f9d8736212dc40cb0364529300a18,1,1,1,1,1,7.5,5.1,1.0,1.0,1.5,1.41,1,7.0,3.61,4.5,4.24,42.5,28.53,2,1,2
4e5e5501477c13114a8eb4ae658e15df456590aa,0,0,0,0,0,1.5,1.41,1.5,1.41,1.0,1.0,0,1.0,1.0,5.0,3.0,1.0,1.0,1,0,0
32f5876d4d7f6e450cc43550d5f2fd449d31e6b4,1,1,1,3,3,7.5,7.07,2.5,2.45,1.0,1.0,0,7.0,7.0,11.5,6.48,56.0,25.22,0,1,1
df884e57e2d0e4ab5356a563bb8161ac422045ba,0,0,0,0,0,2.0,1.73,1.5,1.41,1.5,1.41,1,1.5,1.41,1.0,1.0,5.0,3.0,2,0,0
3ed5bc6f4837f8f9c4e3dcde0b7c7df595768919,0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,5.0,3.0,15.0,9.0,0,1,1
b2c1ff19199a4cdacd4fc7bc882858ec2115ec81,0,1,1,0,0,9.5,6.93,1.0,1.0,3.5,2.45,5,4.0,3.87,17.0,5.74,9.5,4.24,5,0,0
f0327278721ad9d30b9b38eb3e05fe375a3ac7ca,1,1,2,1,1,11.0,6.32,1.5,1.41,2.5,2.0,3,2.5,2.0,47.0,13.56,20.5,8.83,4,1,26
f6b01aa4d9e51be9f049bb2846d00f3e9b28e920,0,1,1,0,0,3.5,2.45,1.5,1.41,1.0,1.0,0,1.0,1.0,13.0,6.93,1.0,1.0,1,1,7
7e5c7dd4eb722eb38f9bffac0d9d66468104289c,0,1,1,0,0,1.5,1.41,1.0,1.0,1.0,1.0,0,1.0,1.0,3.0,2.24,19.0,6.08,1,1,1
f8458ec971aeccfe2aaa49465738d847d693e1e0,0,0,0,0,0,1.5,1.41,1.0,1.0,1.0,1.0,0,2.0,1.73,2.0,2.0,4.5,2.83,1,0,0
cca2bb1247c80b025e12b00c3ca9943d3268fa4f,0,0,0,0,0,2.0,2.0,1.5,1.41,5.0,3.0,8,1.0,1.0,1.5,1.41,6.0,3.32,9,0,0
494e26204851be93e4e4636b99bf4587e91f1959,0,0,0,0,0,2.0,1.73,1.5,1.41,3.5,2.45,5,1.0,1.0,4.5,2.83,2.5,2.0,6,0,0
aff2e3cfd8d579bef75f502b3b34d02d9b70aee9,0,1,41,0,0,4.0,3.87,2.0,2.0,1.0,1.0,0,1.0,1.0,484.0,484.0,258725.0,258725.0,0,1,484
83961ed01fa6270f77849f29dcca03692912f879,0,1,1,0,0,2.5,2.0,1.0,1.0,1.0,1.0,0,1.0,1.0,2.5,2.0,1.0,1.0,1,0,0
9dc6aa5d9e2b1455872328e2658751ae1d5d2d7c,0,0,0,0,0,3.0,3.0,1.5,1.41,1.0,1.0,0,1.0,1.0,3.0,2.83,2.5,2.0,0,0,0
c8a81b622c6080a396cb40c0a188007e4c69be2b,0,1,1,0,0,4.5,2.83,1.5,1.41,1.0,1.0,0,1.0,1.0,6.0,5.2,9.5,9.17,1,0,0
00eb0af8085464aac61548020b412ec0df21d983,0,1,1,0,0,9.0,4.12,1.0,1.0,1.0,1.0,0,4.5,2.83,112.5,39.06,197938.0,45374.87,0,1,1
e3e3402dee8a40c9b3712a61f5e56a7fb09e5613,0,1,2,0,0,13.5,5.1,2.0,1.73,2.0,1.73,2,4.5,2.83,61.0,15.49,15.5,7.62,2,1,28
a6865a760fc09cbdcbb06de9e85deda7b5628915,0,1,1,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0,1.0,1.0,11.0,4.58,435.0,41.67,0,0,0
8cf856ab04be5d6889a80180b76a51ed1fbf7f59,1,1,1,1,1,5.0,3.0,2.5,2.0,1.5,1.41,1,2.5,2.0,21.5,16.73,86.0,85.95,2,1,5
7b6625cd5460689503023d1745f3f288cd179704,0,0,0,0,0,4.5,4.24,2.0,2.0,1.0,1.0,0,2.5,2.45,6.5,6.0,1.0,1.0,0,1,3
f4d2118bb02b748ff2d4a2519df0bd07c40722eb,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.5,1.41,1.5,1.41,0,1,1
58d241b48d72a4b338f235ebfab499071b5ace0c,0,1,1,0,0,63.5,11.22,5.5,3.16,5.0,3.0,8,20.5,6.32,286.5,23.92,4013.5,296.94,8,0,0
e7484a6015efb0f54baf2f983cbb6df75e508283,0,1,1,0,0,1.5,1.41,1.0,1.0,1.5,1.41,1,1.0,1.0,2.0,1.73,1.5,1.41,2,0,0
43b485562a30fa0c3ac2dfbba144dcbcc27be47f,0,1,1,0,0,3.0,2.24,1.5,1.41,1.0,1.0,0,1.0,1.0,5.0,3.0,1.5,1.41,0,0,0
e8be70c3cf44d3f126b69d8641011495aece1e7c,0,1,1,0,0,6.0,3.32,1.5,1.41,1.0,1.0,0,1.0,1.0,5.5,4.24,3.0,2.83,1,1,1
0b29bd3dac92509140bbaae3bef0ae0904e72dc7,1,1,1,1,1,8.0,6.24,2.5,2.45,1.0,1.0,0,3.0,3.0,9.5,7.75,6.5,3.46,0,1,2
f78140ecca15ca4fcfd3f09319692c0986e63d17,0,1,1,0,0,17.0,8.0,3.5,2.45,13.0,8.31,20,10.5,4.47,190.0,27.5,1795.0,1626.17,20,0,0
9ed5830ad605a6891bc67100393ec24bfeeefe4d,0,1,1,0,0,23.0,9.38,4.0,2.65,1.0,1.0,0,11.0,4.58,2.0,1.73,5.5,3.16,0,0,0
8f2c5466fa963d93503e8cc46e1bb05c1c1f2185,0,1,1,0,0,358.0,37.79,8.0,3.87,10.0,4.36,18,157.5,17.72,82.5,12.81,23343.0,483.12,19,0,0
58fd430940fc630f04fc73f00e6c055f597bcbb7,0,1,1,0,0,394.5,160.22,9.0,6.71,28.5,7.48,55,166.5,77.24,98.5,14.0,33927.0,260.49,56,1,5
c69517a077b91f6f0e30a8c2559a39d1e00bcdd3,0,1,1,0,0,108.0,20.69,5.5,3.16,1.0,1.0,0,42.5,9.17,14.0,7.21,791.5,79.47,0,1,2
79173d9f1210bfe8ef29f0c00b4d83aa45162271,0,1,1,0,0,14.5,7.35,2.5,2.0,1.0,1.0,0,4.0,2.65,4.0,4.0,30.0,27.5,0,1,4
1d68b3cdddfafcd79657379d668fc38b04f20c2b,0,0,0,0,0,23.0,9.38,3.0,2.24,1.0,1.0,0,6.5,3.46,24.5,6.93,204.5,34.9,0,0,0
3e722154fa9fece6e2811278e32e8059feb0ddc4,0,1,1,0,0,20.5,15.43,1.5,1.41,1.5,1.41,1,67.0,11.53,9.0,4.12,247.5,22.23,1,1,1
5ef8101414f923a8fc9244d1b1b529b48d6d1276,1,1,2,1,1,135.0,23.15,8.5,4.0,1.5,1.41,1,113.0,15.0,91.5,26.76,6634.5,660.9,2,1,13
047079a8bbb68e6589c7c1d1daa5b25ac92cfcd0,0,1,1,0,0,45.0,16.16,3.0,2.24,1.0,1.0,0,10.0,6.0,1.5,1.41,7.5,3.74,1,0,0
604b2d999d1064f8549f86cb910582df2310a01a,0,1,1,0,0,4.0,2.65,2.0,1.73,1.0,1.0,0,1.5,1.41,6.0,5.66,74.5,56.55,1,1,5
4dcea88ce1c4653aaa1569d9d3bcb80b88c9de68,1,1,1,1,1,137.5,16.55,16.0,5.57,11.5,4.69,21,139.5,16.67,74.0,12.12,7514.5,212.32,21,0,0
6afbaa2a78fde3cba4a5f8f964be92abb7527416,0,1,1,0,0,53.0,14.42,5.0,3.0,1.0,1.0,0,43.0,9.22,49.5,49.48,341.0,263.04,0,1,51
00c94183f8a7016df27637f7262b8ff324eed7c3,0,0,0,0,0,16.5,7.87,4.5,2.83,1.0,1.0,0,18.5,6.0,20.5,6.32,7.5,3.74,0,0,0
23d27a9df05a4d4455628b5c2fd8f1e0850fd19e,0,0,0,0,0,37.0,8.54,3.0,2.24,1.0,1.0,0,47.0,9.64,1.0,1.0,1.5,1.41,0,0,0
4091aa502ef2b67ebca82e3987f3270d4f19e3c2,0,1,1,0,0,15.5,5.48,4.0,2.65,1.0,1.0,0,54.0,10.34,1.5,1.41,40.5,8.94,0,0,0
3b0c0b8dd178b973929b1ca511357b1ae90a61b6,0,1,1,0,0,2.0,1.73,1.0,1.0,1.0,1.0,0,1.0,1.0,25.5,7.07,1009.5,44.92,0,0,0
9b67695b8a70a018493fa01924d67dbdb9560bd3,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,3.0,2.24,0,0,0
c8b75d0d4387dc02b617c8bb7432afd5071d0fc8,0,1,1,0,0,53.0,14.42,3.0,2.24,1.0,1.0,0,31.5,7.87,100.5,100.4,10537.5,5488.16,0,1,96
0d4141e71e0828b45a44924b9258ca9fb568fa08,0,0,0,0,0,3.5,2.45,2.0,1.73,1.0,1.0,0,1.0,1.0,50.5,10.0,2769.5,591.95,1,0,0
75d80dca513294109e5eb68c7c75ebc5b78eb5ae,0,1,1,0,0,32.0,11.14,6.0,4.47,1.0,1.0,0,15.0,5.39,1.0,1.0,1.0,1.0,1,1,1
7ccb211baabd22bf394f158ae116df414fedb4de,0,0,0,0,0,69.5,11.75,6.5,3.46,1.0,1.0,0,41.5,9.06,1.0,1.0,1.0,1.0,1,0,0
56b85216670c91ed12bbdf73e0fd3023a13b874f,0,1,1,0,0,49.0,16.88,3.5,2.45,1.0,1.0,0,10.0,4.36,81.0,81.0,6604.0,6078.75,0,1,81
524b1ebbeb9dafc66cbaef9ac595d97ab55d063b,0,1,1,0,0,1.0,1.0,1.0,1.0,3.5,2.45,5,1.0,1.0,7.0,5.74,225.5,88.28,6,0,0
2d078d53767ed634a22826a7c088efc91c528903,0,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,10.5,4.47,66.0,64.5,0,0,0
b023b8bfbf790476a386f1b2f427fe5dcca5fc43,0,1,1,0,0,41.0,12.65,5.5,3.16,1.0,1.0,0,16.5,5.66,35.0,11.66,211.5,50.02,1,1,1
f32361a70647652a07e0387693e40d8e4f63d142,0,1,1,0,0,62.5,15.68,3.0,2.24,1.0,1.0,0,35.0,8.31,5.0,3.0,36.0,8.43,0,1,1
88d0b0438e41ad3aff04879b6bb0f4789ee05936,0,1,1,0,0,35.0,8.31,2.5,2.0,1.5,1.41,1,23.5,6.78,3.0,2.24,364.0,26.96,1,1,1
f04883c40f4b805fcc2c2c10c12b569eae085bb9,0,1,1,0,0,8.5,5.48,2.5,2.0,1.0,1.0,0,4.0,2.65,14.0,5.2,1.0,1.0,0,0,0
ce2719263ef6cc77ea2c24d5cb8602c763a5c895,0,1,1,0,0,282.5,23.75,9.0,4.12,29.5,29.5,1,97.0,13.89,56.0,10.54,5054.5,201.05,1,0,0
f388d55d28296a38eb17d7d7e497edb427c0a1ab,0,1,1,0,0,31.0,7.81,3.0,2.24,5.5,4.24,7,78.0,12.45,3.5,2.45,21.5,6.48,7,0,0
4f8fbf9ed98f646c994d890dc8fd0ffab32e7072,0,0,0,0,0,11.5,6.48,1.5,1.41,1.0,1.0,0,52.0,51.76,21.5,17.49,617.0,35.11,0,0,0
ae849077c78770f096f40e9360250b9e32d14f40,0,1,1,0,0,12.5,4.9,1.5,1.41,8.5,4.0,15,21.5,6.48,108.0,14.66,2714.5,194.82,15,1,1
95f5085a91be1a360f758e6e990c10d2a5dc128f,0,0,0,0,0,1.5,1.41,1.5,1.41,22.0,6.56,42,1.0,1.0,2.0,2.0,2.0,1.73,43,1,1
332ed1b883aa6a1b76beeca857551e9fc5b01202,0,1,1,0,0,4.5,3.74,1.5,1.41,1.5,1.41,1,5.0,3.0,7.5,7.07,80.0,71.94,2,0,0
162aa9afcfd629e90b84ecfe4d6287c7c671958a,0,0,0,0,0,3.5,3.16,1.0,1.0,1.0,1.0,0,1.0,1.0,3.0,2.24,42.0,21.63,1,0,0
1a460979183b26a0474c129d5aa27d0e6b796e1c,0,0,0,0,0,4.0,2.65,1.5,1.41,1.0,1.0,0,8.5,4.0,10.5,4.47,158.0,17.75,0,0,0
2c3f7921d212f3769c8308cf56d51573da541dfc,0,1,1,0,0,16.5,7.87,2.0,1.73,1.0,1.0,0,2.5,2.0,17.5,8.12,75.0,46.3,0,1,2
0ac3706d4fc107034395c190be0bb2365dd822e6,0,0,0,0,0,1.5,1.41,1.5,1.41,1.0,1.0,0,1.0,1.0,1.5,1.41,1.0,1.0,0,0,0
0fea81a82366ca23e53263ddcf5986a7f0367fd4,0,1,1,0,0,9.5,4.24,2.5,2.0,3.0,2.24,4,3.5,2.45,12.5,6.78,52.5,35.69,5,0,0
1ccbdfab497c68bdb92041b6bbb469c75e57fd8f,0,0,0,0,0,3.0,2.24,1.0,1.0,2.5,2.45,1,1.0,1.0,2.5,2.45,4.5,3.74,1,0,0
66d36ec00f4932d17ba10eb0b81ed47c8ea94d49,0,0,0,0,0,1.0,1.0,1.0,1.0,5.5,5.48,1,1.0,1.0,33.0,8.06,2.0,1.73,1,0,0
67aca21858cbc407260ce6742bb59ddd8bca5657,0,1,1,0,0,22.0,9.17,3.0,2.24,4.0,2.65,6,37.0,8.54,41.5,15.49,424.5,64.96,7,1,2
b5365e2d3453d06a94967a9579ab9c1718238a56,0,0,0,0,0,9.5,4.24,2.0,1.73,2.0,1.73,2,5.5,3.16,9.5,4.24,28.0,12.61,3,0,0
7da9e8876be9ef8dfd1a54c170d62d5dd8de16f1,0,1,2,0,0,16.5,7.87,3.5,2.45,1.0,1.0,0,127.0,107.89,26.0,17.75,267.0,98.92,0,1,4
8337739ab44af3c52b30f194fa06c09ba30a2dc2,1,1,4,4,7,42.5,20.0,4.5,2.83,48.0,9.75,94,60.5,33.32,71.5,34.73,7851.0,1023.5,95,1,33
fdf3fea58477ef6cbf4f647fbf4667026027d498,0,0,0,0,0,5.5,3.16,1.0,1.0,3.5,2.45,5,1.0,1.0,15.0,5.39,61.0,11.0,6,0,0
07c2818cc5d67f27623673b94a4759558d42d8ce,0,1,2,0,0,29.0,7.55,2.0,1.73,2.0,1.73,2,20.0,6.24,76.5,37.82,92.5,90.2,2,1,49
dd6d07ada181a5cd05af3e976b31f3f4ad157aea,0,1,1,0,0,4.0,3.87,1.5,1.41,1.0,1.0,0,18.5,10.1,4.5,4.47,9.5,9.38,0,0,0
c921eba52342f52038e5ac6f9a088dde24d10c9e,0,0,0,0,0,2.5,2.0,1.0,1.0,1.5,1.41,1,1.5,1.41,2.0,1.73,3.0,2.24,2,0,0
cd0d23d2606c35d783457f2a945f539382018285,0,1,1,0,0,78.0,38.21,6.0,4.47,11.0,4.58,20,88.5,60.6,91.0,18.97,1209.0,183.46,21,1,9
5526937698c6d45188ff273a3b18866da443c29c,1,1,3,1,2,50.5,34.9,3.0,2.24,1.0,1.0,0,133.0,81.63,116.0,42.33,27793.5,1054.2,0,1,6
0eab73d85bf29df0ee7d161d370e55ddea392350,0,0,0,0,0,2.5,2.0,1.5,1.41,1.0,1.0,0,1.0,1.0,1.5,1.41,2.5,2.0,0,0,0
1bb1f0990f6b9fb6b30383083aa592fd40c4c72e,1,1,5,1,5,14.5,14.28,2.0,2.0,5.0,4.0,6,8.5,7.21,41.5,36.08,216.5,206.35,6,1,11
8683277627f4cf60b4093c8b8e5276264af65845,0,1,1,0,0,6.0,5.2,2.0,1.73,1.0,1.0,0,2.5,2.0,5.5,5.48,3.0,2.24,0,0,0
85e1924085793ec4a19f8ebbb6453fde819ef85b,0,0,0,0,0,2.0,1.73,1.5,1.41,1.0,1.0,0,3.0,2.24,6.0,4.47,1.5,1.41,1,0,0
c7d2975039d209556c5dc37a424549a4e9bba25c,0,0,0,0,0,27.5,7.35,2.5,2.0,4.5,2.83,7,53.0,10.25,38.5,12.25,262.5,22.89,8,1,1
98a0b46bed65b6489923be7364bb9894901ae6fc,0,0,0,0,0,2.0,1.73,1.5,1.41,1.0,1.0,0,1.5,1.41,7.0,5.74,1.0,1.0,1,1,2
58e7118618b256f0a0cdff8750d5e6bb3c8ba8a8,0,0,0,0,0,1.0,1.0,1.0,1.0,5.0,3.0,8,1.0,1.0,1.0,1.0,2.0,1.73,9,0,0
f6794d170c820dffbc653c269bb031abc020ab45,0,1,1,0,0,7.5,3.74,1.5,1.41,1.0,1.0,0,3.5,2.45,13.5,8.49,392.0,196.83,1,1,1
5d36790182e1b9f8c624de06681698f43e243457,0,1,1,0,0,34.5,17.89,3.0,2.24,4.0,2.65,6,27.0,25.46,257.5,45.21,57612.0,1440.04,6,1,4
c1c288ffaa4c5cb6df026e3ba35c41085977d487,0,1,1,0,0,1.5,1.41,1.5,1.41,20.0,6.24,38,1.0,1.0,100.5,19.95,15.5,5.48,39,1,4
0820db52ffa51531ccd0166660d1a821ae08bba2,0,1,1,0,0,2.5,2.0,1.5,1.41,1.0,1.0,0,1.0,1.0,1.5,1.41,36.0,35.87,1,0,0
623a2579bbd7b09a027c9341c81edd0627c64df4,0,1,1,0,0,4.5,2.83,2.0,1.73,1.0,1.0,0,1.0,1.0,11.0,8.49,41.5,41.42,1,1,2
ff5e429d89d2ddfd3b7f6d3f1b79fc7e4ecc15ee,0,0,0,0,0,1.5,1.41,1.5,1.41,2.5,2.0,3,2.5,2.0,5.0,4.0,1.0,1.0,4,0,0
5a5ec9f749f23f109ec58512571ccd900f505251,0,1,1,0,0,11.5,6.48,3.0,2.83,1.0,1.0,0,65.0,11.36,3.5,2.45,16.5,16.49,0,1,1
3a79147b22f6a5574715d5469266fce17e16c0ba,0,1,1,0,0,4.5,2.83,2.0,1.73,1.0,1.0,0,18.5,6.0,17.0,5.74,91.5,19.03,0,0,0
e44902cba49edc3d9886b750ad8ba9ec94155588,0,0,0,0,0,9.0,4.12,3.5,2.45,20.5,6.32,39,20.5,6.32,7.0,3.61,29.0,7.55,40,0,0
2c371d9082d7e2baff95c10b2800f6ba465de555,0,1,1,0,0,14.5,10.0,5.0,3.0,2.0,1.73,2,235.5,120.22,40.5,36.52,1005.5,494.5,3,1,10
1ba8ede3731ffbadad23c5c8aae1da430cf76f06,0,1,1,0,0,6.5,4.69,2.5,2.0,1.0,1.0,0,30.0,7.68,25.5,7.07,61.5,56.83,0,0,0
5a7aefb5cdfdad87b2a0618520558e32027be902,0,1,2,0,0,1.5,1.41,1.5,1.41,3.0,2.24,4,3.0,2.24,11.5,9.49,4.0,3.87,5,1,5
6c6588869c0f9e86bc4ed9f39a8e30f6f4fc57c6,0,1,1,0,0,4.0,2.65,1.0,1.0,1.0,1.0,0,1.0,1.0,12.5,12.41,33.5,33.41,1,1,5
57c63b8dba7293d9d0be3bfecb715ed93ad60016,0,1,3,0,0,8.5,6.48,1.5,1.41,1.0,1.0,0,2.0,1.73,34.0,32.79,427.5,413.76,0,1,30
2613ce63e945cc453494e810d5718408bab08707,0,1,1,0,0,4.5,2.83,2.0,1.73,1.0,1.0,0,6.5,3.46,12.0,4.8,86.5,85.73,0,0,0
ded2d74c71595214e4ee0e63a664c0d4477b91fb,0,1,1,0,0,11.5,4.69,5.0,3.0,53.5,10.3,105,87.5,13.19,4.5,2.83,161.5,35.72,106,0,0
179dfa48613919c391037d514a9450838422f735,0,1,1,0,0,71.0,23.49,16.5,5.66,166.0,40.44,322,193.5,19.65,162.5,89.7,63442.0,2136.94,322,1,4
0c2da8c0ef4fafd9ae3ed5a2834b537f6fc3af5f,0,0,0,0,0,4.5,2.83,1.5,1.41,2.0,1.73,2,2.0,1.73,3.0,2.24,12.0,4.8,3,0,0
d11458a95a7c0746da49ca8a55c7517a4d770dd8,0,1,1,0,0,16.5,7.87,4.5,2.83,18.0,15.59,18,10.0,4.36,22.5,9.27,92.0,13.53,18,0,0
d046f915c7688f09e3c7c231beae480b51405b23,0,1,1,0,0,5.5,3.16,2.5,2.0,1.0,1.0,0,6.5,3.46,13.0,6.93,88.0,22.78,0,0,0
4b2e3c18bb8579f2bad18391efca4ab6a91b2db3,0,0,0,0,0,1.5,1.41,1.0,1.0,13.0,5.0,24,1.0,1.0,1.0,1.0,1.5,1.41,25,0,0
dcee61799f32506713986f01146f8f596700eca7,0,1,1,0,0,60.5,10.95,16.5,5.66,190.0,19.47,378,190.5,19.49,104.5,14.42,62945.0,5909.33,379,0,0
e845fe150c902f03da0b0d998898118726be3aa9,0,1,1,0,0,20.0,19.9,4.0,2.65,9.5,5.83,15,70.0,56.0,11.0,9.22,460.0,112.62,15,0,0
48016e86307a388986689423eedcfb1f63cba640,0,1,1,0,0,21.5,6.48,5.0,3.0,3.5,2.45,5,185.0,19.21,24.0,16.94,504.0,31.73,6,1,2
aa7570f472df5786361095cfe94a7b63d7ff3315,1,1,3,1,1,6.0,5.2,2.5,2.0,1.0,1.0,0,15.0,14.97,14.5,14.07,246.5,245.28,0,1,12
194319d7a78fea97e03655cf131bea58b348700b,0,1,1,0,0,9.0,4.12,3.0,2.24,1.0,1.0,0,92.0,13.53,72.0,11.96,16942.5,1516.43,0,0,0
3c5cad8beea587b979631ff872b29e7abdb14ddf,0,1,1,0,0,4.0,4.0,1.5,1.41,1.5,1.41,1,1.0,1.0,4.0,3.46,11.5,4.69,2,0,0
b3405e4a1b11de2bb6eb97b3bdccfe6eb23bf12e,0,1,1,0,0,4.5,3.74,2.5,2.0,6.0,3.32,10,219.5,29.56,9.5,9.17,707.0,706.72,10,1,1
4aaa2b273ff8e54a011b994776a594def8b15428,1,1,1,1,1,4.0,3.46,1.5,1.41,1.0,1.0,0,1.0,1.0,10.0,7.14,20.5,16.97,0,1,2
29d91631c2cbf653da25ac63ea6555bed12de69a,0,0,0,0,0,6.0,3.32,3.5,2.45,6.5,6.0,5,15.0,5.39,3.5,2.45,21.0,8.94,5,0,0
af04a3de6d2da4961282e63b02309fdc80bfacf9,0,0,0,0,0,2.0,2.0,1.5,1.41,1.0,1.0,0,19.0,6.08,3.5,2.45,6.5,3.46,1,0,0
4a7ce0fa67a3e92f09f8818c796154e250e61d83,0,0,0,0,0,5.0,4.0,1.5,1.41,3.0,2.24,4,3.5,2.45,11.0,9.22,229.5,47.64,5,0,0
c4699df82ab2be6cdbddb341ba92b3b0a2830987,0,1,2,0,0,2.0,1.73,1.0,1.0,2.0,1.73,2,1.0,1.0,24.0,17.89,584.0,165.7,3,1,2
3ca3a6d699471bdf0337b0965b7c9907411a5206,0,1,1,0,0,3.0,2.24,1.0,1.0,52.0,10.15,102,14.5,5.29,5.0,3.0,15.5,5.48,103,0,0
ef21bf973cd4139dd392f36c338bdb066d0be61e,0,0,0,0,0,4.0,4.0,1.5,1.41,1.0,1.0,0,26.5,7.21,6.5,6.32,76.0,43.95,1,0,0
b2bde89834efa023c57e9f7f5bfe114d28af8285,1,1,2,1,5,13.0,5.0,2.0,1.73,13.5,7.07,23,2.0,1.73,42.5,26.15,737.0,594.93,23,1,21
cf03ad3edbf2fa9ab1dbe3b0e62745ab0f46ada0,0,1,1,0,0,1.5,1.41,1.0,1.0,2.0,1.73,2,1.0,1.0,3.5,2.45,35.0,32.5,2,1,5
be11306a45534e301d9b5988ca3e384ec0d09c4b,0,0,0,0,0,2.5,2.45,1.5,1.41,27.5,7.35,53,2.0,1.73,31.5,18.49,177.5,66.68,54,0,0
ce1ffb83cf8b2902f0207aa0e8fbb4a09eeb8ff5,0,1,1,0,0,4.0,2.65,1.0,1.0,1.5,1.41,1,33.0,8.06,7.0,3.61,427.5,41.3,2,1,1
69fd955360ffab978ceb8c72cffddda3b79c081f,0,0,0,0,0,1.5,1.41,1.5,1.41,1.0,1.0,0,1.0,1.0,2.0,2.0,23.0,20.2,0,0,0
abc3631b1604f66dfb92c04577188070c91e0d4a,0,1,1,0,0,12.0,4.8,2.0,1.73,1.0,1.0,0,135.5,16.43,18.5,8.37,1431.0,130.9,0,1,4
1b114b6bae9854b71427e2a95843a75d7eea68e0,0,1,2,0,0,11.0,6.32,2.0,1.73,4.0,2.65,6,6.5,3.46,23.0,11.36,203.5,131.27,7,1,6
8f6af2be5512442ae49e6f0f5154a7a419b48fce,0,0,0,0,0,4.0,2.65,1.0,1.0,1.5,1.41,1,1.0,1.0,17.5,5.83,79.0,27.66,2,0,0
695394fe7190a8310adfb05a401e29f6dd76c2f5,0,1,2,0,0,4.0,3.46,1.5,1.41,1.0,1.0,0,1.0,1.0,7.0,6.32,95.5,23.75,0,1,1
fb1e19e510125cfe4251ff06df7a05eaad25093b,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,5.0,3.0,0,1,1
501d3d31767d3b80e9a01afea0cac6db75e0276a,0,1,1,0,0,2.5,2.0,1.5,1.41,1.0,1.0,0,1.0,1.0,7.5,5.1,147.0,38.01,0,0,0
32d89db8c6331ec14083db72d02d2c676ac18974,1,1,1,1,1,4.0,3.87,1.0,1.0,1.0,1.0,0,2.0,2.0,10.0,9.95,522.5,207.57,1,1,4
3311043e80b8c66a3b0673edbd6bbd5cb930bc52,0,1,1,0,0,3.5,3.46,1.5,1.41,1.0,1.0,0,1.0,1.0,23.0,14.32,108.0,100.32,0,1,3
7904db43ea45e42c9296c95bcc709f27d7ea285b,1,1,1,1,1,5.0,4.9,2.5,2.45,3.5,3.16,3,2.5,2.0,5.0,5.0,109.5,109.24,3,1,3
